cbsa_num,area_name,fmr_0br,fmr_1br,fmr_2br,fmr_3br,fmr_4br
41860.0,"San Francisco, CA HUD Metro FMR Area",2115,2631,3198,4111,4473
41940.0,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2145,2418,2868,3687,4213
42020.0,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",1308,1436,1890,2685,3047
31080.0,"Santa Ana-Anaheim-Irvine, CA HUD Metro FMR Area",1716,1905,2324,3178,3674
42100.0,"Santa Cruz-Watsonville, CA MSA",2085,2385,3138,4000,4458
42140.0,"Santa Fe, NM MSA",842,975,1113,1419,1729
42200.0,"Santa Maria-Santa Barbara, CA MSA",1875,2157,2516,3316,3790
42220.0,"Santa Rosa, CA MSA",1373,1549,2038,2851,3163
42340.0,"Savannah, GA MSA",880,937,1067,1466,1713
42540.0,"Scranton--Wilkes-Barre, PA MSA",614,714,877,1132,1218
42660.0,"Seattle-Bellevue, WA HUD Metro FMR Area",1674,1739,2044,2796,3285
42680.0,"Sebastian-Vero Beach, FL MSA",754,941,1135,1480,1889
42700.0,"Sebring, FL MSA",642,709,933,1178,1329
49660.0,"Sharon, PA HUD Metro FMR Area",579,583,757,1009,1058
43100.0,"Sheboygan, WI MSA",556,664,797,1034,1180
43300.0,"Sherman-Denison, TX MSA",661,830,985,1316,1570
29620.0,"Shiawassee County, MI HUD Metro FMR Area",581,585,770,1026,1105
43340.0,"Shreveport-Bossier City, LA MSA",632,756,897,1112,1249
43420.0,"Sierra Vista-Douglas, AZ MSA",686,690,907,1288,1552
43580.0,"Sioux City, IA-NE-SD MSA",578,661,870,1075,1180
43620.0,"Sioux Falls, SD MSA",668,733,897,1187,1535
43780.0,"South Bend-Mishawaka, IN HUD Metro FMR Area",708,823,981,1252,1330
25540.0,"Southern Middlesex County, CT HUD Metro FMR Area",957,1101,1441,2047,2466
43900.0,"Spartanburg, SC MSA",740,758,864,1136,1172
44060.0,"Spokane, WA HUD Metro FMR Area",701,795,1033,1467,1745
44100.0,"Springfield, IL MSA",560,681,843,1078,1157
44140.0,"Springfield, MA HUD Metro FMR Area",727,874,1094,1353,1623
44180.0,"Springfield, MO HUD Metro FMR Area",601,605,775,1101,1246
44220.0,"Springfield, OH MSA",564,635,821,1020,1113
41060.0,"St. Cloud, MN MSA",688,722,886,1216,1429
41100.0,"St. George, UT MSA",837,898,1089,1547,1864
41140.0,"St. Joseph, MO-KS MSA",547,626,824,1088,1171
41180.0,"St. Louis, MO-IL HUD Metro FMR Area",689,745,947,1230,1449
14860.0,"Stamford-Norwalk, CT HUD Metro FMR Area",1520,1855,2230,2757,3056
44300.0,"State College, PA MSA",1039,1055,1212,1548,1644
44420.0,"Staunton-Waynesboro, VA MSA",729,734,917,1255,1531
41660.0,"Sterling County, TX HUD Metro FMR Area",659,790,992,1314,1629
17980.0,"Stewart County, GA HUD Metro FMR Area",532,535,704,870,1205
17300.0,"Stewart County, TN HUD Metro FMR Area",487,531,699,872,1196
13740.0,"Stillwater County, MT HUD Metro FMR Area",574,649,854,1213,1446
44700.0,"Stockton-Lodi, CA MSA",891,992,1305,1854,2234
25060.0,"Stone County, MS HUD Metro FMR Area",527,607,705,1001,1002
44940.0,"Sumter, SC HUD Metro FMR Area",586,689,851,1067,1193
45060.0,"Syracuse, NY MSA",694,781,966,1198,1390
42660.0,"Tacoma, WA HUD Metro FMR Area",1056,1162,1484,2108,2540
17980.0,"Talbot County, GA HUD Metro FMR Area",558,617,704,947,1205
45220.0,"Tallahassee, FL HUD Metro FMR Area",837,941,1124,1470,1596
45300.0,"Tampa-St. Petersburg-Clearwater, FL MSA",1044,1110,1347,1732,2133
39300.0,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",952,1110,1433,1836,2052
45460.0,"Terre Haute, IN HUD Metro FMR Area",565,629,782,976,1232
45500.0,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",669,670,838,1046,1344
45540.0,"The Villages, FL MSA",751,756,995,1344,1349
45780.0,"Toledo, OH HUD Metro FMR Area",553,623,806,1094,1193
45820.0,"Topeka, KS MSA",638,643,844,1075,1275
45940.0,"Trenton, NJ MSA",1072,1226,1613,1994,2187
46060.0,"Tucson, AZ MSA",665,761,1001,1422,1685
46140.0,"Tulsa, OK HUD Metro FMR Area",646,724,925,1219,1428
46220.0,"Tuscaloosa, AL HUD Metro FMR Area",758,762,927,1162,1257
46340.0,"Tyler, TX MSA",852,857,1037,1308,1669
46520.0,"Urban Honolulu, HI MSA",1552,1705,2240,3182,3834
46540.0,"Utica-Rome, NY MSA",676,680,863,1067,1238
46660.0,"Valdosta, GA MSA",639,643,833,1159,1376
46700.0,"Vallejo-Fairfield, CA MSA",1232,1408,1677,2382,2870
47020.0,"Victoria, TX MSA",788,861,1068,1367,1563
47220.0,"Vineland-Bridgeton, NJ MSA",970,1061,1377,1813,2025
47300.0,"Visalia-Porterville, CA MSA",746,764,1005,1405,1629
47380.0,"Waco, TX HUD Metro FMR Area",673,716,915,1215,1300
47460.0,"Walla Walla, WA MSA",760,869,1144,1625,1747
47580.0,"Warner Robins, GA HUD Metro FMR Area",778,855,974,1297,1587
29200.0,"Warren County, IN HUD Metro FMR Area",591,597,786,1117,1345
10900.0,"Warren County, NJ HUD Metro FMR Area",988,1113,1365,1687,1868
47900.0,"Warren County, VA HUD Metro FMR Area",685,784,1031,1365,1765
33660.0,"Washington County, AL HUD Metro FMR Area",543,566,705,901,956
47900.0,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",1539,1567,1785,2260,2713
35300.0,"Waterbury, CT HUD Metro FMR Area",791,960,1190,1485,1749
47940.0,"Waterloo-Cedar Falls, IA HUD Metro FMR Area",611,707,889,1178,1499
48060.0,"Watertown-Fort Drum, NY MSA",786,899,1183,1587,1864
48140.0,"Wausau, WI HUD Metro FMR Area",557,637,838,1071,1170
48260.0,"Weirton-Steubenville, WV-OH MSA",557,578,738,997,1078
48300.0,"Wenatchee, WA MSA",748,917,1126,1546,1791
33100.0,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",1049,1274,1578,2120,2575
39300.0,"Westerly-Hopkinton-New Shoreham, RI HUD Metro FMR Area",1043,1049,1259,1712,2155
14460.0,"Western Rockingham County, NH HUD Metro FMR Area",1238,1244,1637,2325,2620
48540.0,"Wheeling, WV-OH MSA",539,588,762,990,1140
48660.0,"Wichita Falls, TX MSA",641,707,878,1197,1362
48620.0,"Wichita, KS HUD Metro FMR Area",547,635,823,1103,1345
48700.0,"Williamsport, PA MSA",709,713,885,1137,1200
48900.0,"Wilmington, NC HUD Metro FMR Area",814,988,1164,1545,1992
49020.0,"Winchester, VA-WV MSA",868,868,1117,1444,1886
49180.0,"Winston-Salem, NC HUD Metro FMR Area",623,664,808,1075,1249
49340.0,"Worcester, MA HUD Metro FMR Area",1103,1162,1491,1843,2022
49420.0,"Yakima, WA MSA",772,798,1050,1492,1607
40900.0,"Yolo, CA HUD Metro FMR Area",1212,1280,1684,2353,2843
49620.0,"York-Hanover, PA MSA",692,785,1024,1300,1415
38860.0,"York-Kittery-South Berwick, ME HUD Metro FMR Area",1051,1129,1485,1969,2542
49660.0,"Youngstown-Warren-Boardman, OH HUD Metro FMR Area",522,589,738,977,1038
49700.0,"Yuba City, CA MSA",920,926,1173,1666,2008
49740.0,"Yuma, AZ MSA",725,736,968,1375,1657
